id,lyric,line
95,"Take it off, ha, ha, ha-ah",14
95,Carve your name into my bedpost,15
95,’Cause I don't want you like a best friend,16
95,Only bought this dress so you could take it off,17
95,"Take it off, ha, ha, ha-ah",18
95,"Inescapable, I'm not even gonna try",19
95,"And if I get burned, at least we were electrified",20
95,I’m spilling wine in the bathtub,21
95,You kiss my face and we're both drunk,22
95,Everyone thinks that they know us,23
95,But they know nothing about—,24
95,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,25
95,[Pre-Chorus],26
95,"All of this silence and patience, pining and anticipation",27
95,My hands are shaking from holding back from you,28
95,"Ha, ah, ah",29
95,"All of this silence and patience, pining and desperately waiting",30
95,My hands are shaking from all this,31
95,"Ah, ha, ha, ha-ah",32
95,Say my name and everything just stops,33
95,I don't want you like a best friend,34
95,Only bought this dress so you could take it off,35
95,"Take it off, ha, ha, ha-ah",36
95,Carve your name into my bedpost,37
95,'Cause I don't want you like a best friend,38
95,Only bought this dress so you could take it off,39
95,"Take it off, ha, ha...",40
95,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",41
95,Only bought this dress so you could take it off,42
95,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",43
95,Only bought this dress so you could take it off,44
95,Flashback when you met me,45
95,Your buzzcut and my hair bleached,46
95,"Even in my worst times, you could see the best in me",47
95,Flashback to my mistakes,48
95,"My rebounds, my earthquakes",49
95,"Even in my worst lies, you saw the truth in me",50
95,And I woke up just in time,51
95,Now I wake up by your side,52
95,"My one and only, my lifeline",53
95,I woke up just in time,54
95,Now I wake up by your side,55
95,"My hands shake, I can't explain this",56
95,"Ah, ha, ha, ha-ah",57
95,Say my name and everything just stops...,58
95,I don't want you like a best friend,59
95,Only bought this dress so you could take it off,60
95,"Take it off, ha, ha, ha-ah",61
95,Carve your name into my bedpost,62
95,'Cause I don’t want you like a best friend,63
95,Only bought this dress so you could take it off,64
95,"Take it off, ha, ha, ha-ah",65
95,There is an indentation in the shape of you,66
95,Only bought this dress so you could take it off,67
95,"You made your mark on me, golden tattoo",68
95,Only bought this dress so you could take it off,69
96,It was so nice throwing big parties,1
96,Jump into the pool from the balcony,2
96,Everyone swimming in a champagne sea,3
96,And there are no rules when you show up here,4
96,Bass beat rattling the chandelier,5
96,Feeling so Gatsby for that whole year,6
96,So why'd you have to rain on my parade?,7
96,I'm shaking my head and locking the gates,8
96,"This is why we can't have nice things, darling",9
96,Because you break them,10
96,I had to take them away,11
96,"This is why we can't have nice things, honey (Oh)",12
96,Did you think I wouldn't hear all the things you said about me?,13
96,This is why we can't have nice things,14
96,It was so nice being friends again,15
96,"There I was, giving you a second chance",16
96,But you stabbed me in the back while shaking my hand,17
96,And therein lies the issue,18
96,Friends don't try to trick you,19
96,Get you on the phone and mind-twist you,20
96,And so I took an axe to a mended fence,21
96,But I'm not the only friend you've lost lately (Mm-mm),22
96,If only you weren't so shady,23
96,"This is why we can't have nice things, darling (Yeah)",24
96,Because you break them,25
96,I had to take them away,26
96,"This is why we can't have nice (Nice things) things (Baby), honey",27
96,Did you think I wouldn't hear all the things you said about me?,28
96,This is why we can't have,29
96,Here's a toast to my real friends,30
96,"They don't care about the he-said, she-said",31
96,And here's to my baby,32
96,He ain't reading what they call me lately,33
96,And here's to my mama,34
96,Had to listen to all this drama,35
96,And here's to you,36
96,'Cause forgiveness is a nice thing to do,37
96,"Haha, I can't even say it with a straight face",38
96,"This is why we can't have nice things, darling (Darling)",39
96,Because you break them,40
96,I had to take them away,41
96,"This is why we can't have nice (Uh-uh) things (Oh no), honey (Baby, oh)",42
96,Did you think I wouldn't hear all the things you said about me?,43
96,"This is why we can't have nice things, darling",44
96,(And here's to my real friends),45
96,Because you break them,46
96,I had to take them,47
96,(And here's to my baby),48
96,"Nice things, honey",49
96,"(They didn't care about that he-said, she-said)",50
96,Did you think I wouldn't hear all the things you said about me?,51
96,This is why we can't have nice things,52
97,My castle crumbled overnight,1
97,I brought a knife to a gunfight,2
97,"They took the crown, but it's alright",3
97,All the liars are calling me one,4
97,Nobody's heard from me for months,5
97,I'm doin' better than I ever was,6
97,'Cause,7
97,My baby's fit like a daydream,8
97,Walking with his head down,9
97,I'm the one he's walking to,10
97,"So call it what you want, yeah",11
97,Call it what you want to,12
97,My baby's fly like a jet stream,13
97,High above the whole scene,14
97,Loves me like I'm brand new,15
97,"So call it what you want, yeah",16
97,Call it what you want to,17
97,All my flowers grew back as thorns,18
97,Windows boarded up after the storm,19
97,He built a fire just to keep me warm,20
97,All the drama queens taking swings,21
97,All the jokers dressing up as kings,22
97,They fade to nothing when I look at him,23
97,And I know I make the same mistakes every time,24
97,"Bridges burn, I never learn",25
97,At least I did one thing right,26
97,I did one thing right,27
97,"I'm laughing with my lover, makin' forts under covers",28
97,Trust him like a brother,29
97,"Yeah, you know I did one thing right",30
97,Starry eyes sparkin' up my darkest night,31
97,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,32
97,My baby's fit like a daydream,33
97,Walking with his head down,34
97,I'm the one he's walking to,35
97,"So call it what you want, yeah",36
97,Call it what you want to,37
97,My baby's fly like a jet stream,38
97,High above the whole scene,39
97,Loves me like I'm brand new,40
97,"(Call it what you want, call it what you want, call it)",41
97,"So call it what you want, yeah",42
97,Call it what you want to,43
97,I want to wear his initial on a chain 'round my neck,44
97,Chain 'round my neck,45
97,Not because he owns me,46
97,But 'cause he really knows me,47
97,"Which is more than they can say, I",48
97,I recall late November,49
97,"Holding my breath, slowly, I said",50
97,"""You don't need to save me",51
97,"But would you run away with me?""",52
97,Yes (Would you run away?),53
97,My baby's fit like a daydream,54
97,Walking with his head down,55
97,I'm the one he's walking to,56
97,"(Call it what you want, call it what you want, call it)",57
97,"So call it what you want, yeah",58
97,Call it what you want to,59
97,My baby's fly like a jet stream,60
97,High above the whole scene,61
97,Loves me like I'm brand new,62
97,"(Call it what you want, call it what you want, call it)",63
97,"So call it what you want, yeah",64
97,Call it what you want to,65
97,"(Call it what you want, call it)",66
97,"(Call it what you want, call it what you want, call it)",67
97,"(Call it what you want, call it what you want, call it)",68
97,"(Call it what you want, call it what you want, call it)",69
97,"(Call it what you want, call it what you want, call it)",70
97,"(Call it what you want, call it what you want, call it)",71
97,"(Call it what you want, call it what you want, call it)",72
97,"Call it what you want, yeah",73
97,Call it what you want... to,74
98,There's glitter on the floor after the party,1
98,Girls carrying their shoes down in the lobby,2
98,Candle wax and Polaroids on the hardwood floor,3
98,"You and me from the night before, but",4
98,Don’t read the last page,5
98,But I stay when you're lost and I'm scared and you’re turning away,6
98,I want your midnights,7
98,But I'll be cleaning up bottles with you on New Year's Day,8
98,You squeeze my hand three times in the back of the taxi,9
98,I can tell that it's gonna be a long road,10
98,"I'll be there if you're the toast of the town, babe",11
98,Or if you strike out and you're crawling home,12
98,Don't read the last page,13
98,But I stay when it’s hard or it’s wrong or we're making mistakes,14
98,I want your midnights,15
98,But I’ll be cleaning up bottles with you on New Year's Day,16
98,"Hold on to the memories, they will hold on to you",17
98,"Hold on to the memories, they will hold on to you",18
98,"Hold on to the memories, they will hold on to you",19
98,And I will hold on to you,20
98,Please don't ever become a stranger,21
98,Whose laugh I could recognize anywhere,22
98,Please don't ever become a stranger,23
98,Whose laugh I could recognize anywhere,24
98,There’s glitter on the floor after the party,25
98,Girls carrying their shoes down in the lobby,26
98,Candle wax and Polaroids on the hardwood floor,27
98,You and me forevermore,28
98,Don't read the last page,29
98,But I stay when it's hard or it's wrong or we're making mistakes,30
98,I want your midnights,31
98,But I'll be cleaning up bottles with you on New Year's Day,32
98,"Hold on to the memories, they will hold on to you",33
98,"Hold on to the memories, they will hold on to you",34
98,"Hold on to the memories, they will hold on to you",35
98,And I will hold on to you,36
98,Please don't ever become a stranger,37
98,"(To the memories, they will hold on to you)",38
98,Whose laugh I could recognize anywhere,39
98,"(Hold on to the memories, they will hold on to you)",40
98,Please don't ever become a stranger,41
98,"(Hold on to the memories, they will hold on to you)",42
98,Whose laugh I could recognize anywhere,43
98,(I will hold on to you),44
99,He said the way my blue eyes shined,1
99,Put those Georgia stars to shame that night,2
99,"I said, ""That's a lie""",3
99,Just a boy in a Chevy truck,4
99,That had a tendency of gettin' stuck,5
99,On back roads at night,6
99,And I was right there beside him all summer long,7
99,And then the time we woke up to find that summer gone,8
99,But when you think Tim McGraw,9
99,I hope you think my favorite song,10
99,The one we danced to all night long,11
99,The moon like a spotlight on the lake,12
99,When you think happiness,13
99,I hope you think that little black dress,14
99,Think of my head on your chest,15
99,And my old faded blue jeans,16
99,When you think Tim McGraw,17
99,I hope you think of me,18
99,September saw a month of tears,19
99,And thankin' God that you weren't here,20
99,To see me like that,21
99,But in a box beneath my bed,22
99,Is a letter that you never read,23
99,From three summers back,24
99,It's hard not to find it all a little bittersweet,25
99,"And lookin' back on all of that, it's nice to believe",26
99,When you think Tim McGraw,27
99,I hope you think my favorite song,28
99,The one we danced to all night long,29
99,The moon like a spotlight on the lake,30
99,When you think happiness,31
99,I hope you think that little black dress,32
99,Think of my head on your chest,33
99,And my old faded blue jeans,34
99,When you think Tim McGraw,35
99,I hope you think of me,36
99,And I'm back for the first time since then,37
99,I'm standin' on your street,38
99,And there's a letter left on your doorstep,39
99,And the first thing that you'll read is:,40
99,"""When you think Tim McGraw",41
99,I hope you think my favorite song,42
99,Someday you'll turn your radio on,43
99,"I hope it takes you back to that place""",44
99,When you think happiness,45
99,I hope you think that little black dress,46
99,Think of my head on your chest,47
99,And my old faded blue jeans,48
99,When you think Tim McGraw,49
99,I hope you think of me,50
99,"Oh, think of me",51
99,Mmmm,52
99,He said the way my blue eyes shined,53
99,Put those Georgia stars to shame that night,54
99,"I said, ""That's a lie""",55
100,"State the obvious, I didn't get my perfect fantasy",1
100,I realize you love yourself more than you could ever love me,2
100,So go and tell your friends that I'm obsessive and crazy,3
100,That's fine I'll tell mine that you're gay!,4
100,By the way...,5
100,I hate that stupid old pickup truck,6
100,You never let me drive,7
100,You're a redneck heartbreak,8
100,Who's really bad at lying,9
100,So watch me strike a match,10
100,On all my wasted time,11
100,As far as I'm concerned,12
100,You're just another picture to burn!,13
100,There's no time for tears,14
100,I'm just sitting here planning my revenge,15
100,There's nothing stopping me,16
100,From going out with all of your best friends,17
100,And if you come around saying sorry to me,18
100,My daddy's gonna show you how sorry you'll be,19
100,'Cause I hate that stupid old pickup truck,20
100,You never let me drive,21
100,You're a redneck heartbreak,22
100,Who's really bad at lying,23
100,So watch me strike a match,24
100,On all my wasted time,25
100,As far as I'm concerned,26
100,You're just another picture to burn!,27
100,And if you're missing me,28
100,You'd better keep it to yourself,29
100,'Cause coming back around here,30
100,Would be bad for your health...,31
100,'Cause I hate that stupid old pickup truck,32
100,You never let me drive,33
100,You're a redneck heartbreak,34
100,Who's really bad at lying,35
100,So watch me strike a match,36
100,On all my wasted time,37
100,In case you haven't heard,38
100,I really really hate that...,39
100,Stupid old pickup truck,40
100,You never let me drive,41
100,You're a redneck heartbreak,42
100,Who's really bad at lying,43
100,So watch me strike a match,44
100,On all my wasted time,45
100,As far as I'm concerned,46
100,You're just another picture to burn!,47
100,"Burn, burn, burn, baby, burn",48
100,You're just another picture to burn,49
100,"Baby, burn...",50
101,Drew looks at me,1
101,I fake a smile so he won't see,2
101,That I want and I'm needing,3
101,Everything that we should be,4
101,"I'll bet she's beautiful, that girl he talks about",5
101,And she's got everything that I have to live without,6
101,Drew talks to me,7
101,I laugh 'cause it's just so funny,8
101,That I can't even see,9
101,Anyone when he's with me,10
101,"He says he's so in love, he's finally got it right",11
101,I wonder if he knows he's all I think about at night,12
101,He's the reason for the teardrops on my guitar,13
101,The only thing that keeps me wishing on a wishing star,14
101,He's the song in the car I keep singing. Don't know why I do,15
101,Drew walks by me,16
101,Can he tell that I can't breathe?,17
101,"And there he goes, so perfectly",18
101,The kind of flawless I wish I could be,19
101,"She'd better hold him tight, give him all her love",20
101,Look in those beautiful eyes and know she's lucky 'cause,21
101,He's the reason for the teardrops on my guitar,22
101,The only thing that keeps me wishing on a wishing star,23
101,He's the song in the car I keep singing. Don't know why I do,24
101,"So, I drive home alone",25
101,As I turn out the light,26
101,I'll put his picture down,27
101,And maybe get some sleep tonight,28
101,'Cause he's the reason for the teardrops on my guitar,29
101,The only one who's got enough of me to break my heart,30
101,He's the song in the car I keep singing. Don't know why I do,31
101,"He's the time taken up, but there's never enough",32
101,And he's all that I need to fall into,33
101,Drew looks at me,34
101,I fake a smile so he won't see,35
102,"I don't know what I want, so don't ask me",1
102,'Cause I'm still trying to figure it out,2
102,"Don't know what's down this road, I'm just walking",3
102,Trying to see through the rain coming down,4
102,Even though I'm not the only one,5
102,Who feels the way I do,6
102,"I'm alone, on my own, and that's all I know",7
102,"I'll be strong, I'll be wrong, oh but life goes on",8
102,"Oh, I'm just a girl, trying to find a place in this world",9
102,"Got the radio on, my old blue jeans",10
102,And I'm wearing my heart on my sleeve,11
102,"Feeling lucky today, got the sunshine",12
102,Could you tell me what more do I need,13
102,"And tomorrow's just a mystery, oh yeah",14
102,But that's OK,15
102,"I'm alone, on my own, and that's all I know",16
102,"I'll be strong, I'll be wrong, oh but life goes on",17
102,"Oh, I'm just a girl, trying to find a place in this world",18
102,Maybe I'm just a girl on a mission,19
102,But I'm ready to fly,20
102,"I'm alone, on my own, and that's all I know",21
102,"I'll be strong, I'll be wrong, oh but life goes on",22
102,"Oh I'm alone, on my own, and that's all I know",23
102,"Oh I'm just a girl, trying to find a place in this world",24
102,Oh I'm just a girl,25
102,"Oh I'm just a girl, oh, oh",26
102,Oh I'm just a girl,27
103,You have a way of coming easily to me,1
103,"And when you take, you take the very best of me",2
103,So I start a fight 'cause I need to feel something,3
103,And you do what you want 'cause I'm not what you wanted,4
103,"Oh, what a shame, what a rainy ending given to a perfect day",5
103,"Just walk away, ain't no use defending words that you will never say",6
103,And now that I'm sitting here thinking it through,7
103,I've never been anywhere cold as you,8
103,You put up walls and paint them all a shade of gray,9
103,And I stood there loving you and wished them all away,10
103,And you come away with a great little story,11
103,Of a mess of a dreamer with the nerve to adore you,12
103,"Oh, what a shame, what a rainy ending given to a perfect day",13
103,"So just walk away, ain't no use defending words that you will never say",14
103,And now that I'm sitting here thinking it through,15
103,I've never been anywhere cold as you,16
103,"You never did give a damn thing, honey, but I cried, cried for you",17
103,"And I know you wouldn't have told nobody if I died, died for you, died for you",18
103,"Oh, what a shame, what a rainy ending given to a perfect day",19
103,Every smile you fake is so condescending counting all the scars you made,20
103,And now that I'm sitting here thinking it through,21
103,I've never been anywhere cold as you,22
104,I didn't know what I would find,1
104,When I went looking for a reason,2
104,I know I didn't read between the lines,3
104,"And, baby, I've got nowhere to go",4
104,I tried to take the road less traveled by,5
104,But nothing seems to work the first few times,6
104,Am I right?,7
104,So how can I ever try to be better?,8
104,Nobody ever lets me in,9
104,I can still see you,10
104,This ain't the best view,11
104,On the outside looking in,12
104,And I've been a lot of lonely places,13
104,I've never been on the outside,14
104,"You saw me there, but never knew",15
104,That I would give it all up to be,16
104,"A part of this, a part of you",17
104,And now it's all too late. So you see,18
104,You could've helped if you had wanted to,19
104,But no one notices until it's too late to do anything,20
104,So how can I ever try to be better?,21
104,Nobody ever lets me in,22
104,I can still see you,23
104,This ain't the best view,24
104,On the outside looking in,25
104,And I've been a lot of lonely places,26
104,I've never been on the outside,27
104,"Oh, yeah",28
104,So how can I ever try to be better?,29
104,Nobody ever lets me in,30
104,And I can still see you,31
104,This ain't the best view,32
104,On the outside looking in,33
104,And I've been a lot of lonely places,34
104,I've never been on the outside,35
105,Seems the only one who doesn't see your beauty,1
105,Is the face in the mirror looking back at you,2
105,You walk around here thinking you're not pretty,3
105,But that's not true 'cause I know you,4
105,"Hold on, baby, you're losing it",5
105,"The water's high, you're jumping into it",6
105,And letting go,7
105,And no one knows,8
105,"That you cry, but you don't tell anyone",9
105,That you might not be the golden one,10
105,And you're tied together with a smile,11
105,But you're coming undone,12
105,I guess it's true that love was all you wanted,13
105,'Cause you're giving it away like it's extra change,14
105,Hoping it will end up in his pocket,15
105,But he leaves you out like a penny in the rain,16
105,"Oh, 'cause it's not his price to pay",17
105,It's not his price to pay,18
105,"Hold on, baby, you're losing it",19
105,"The water's high, you're jumping into it",20
105,And letting go,21
105,And no one knows,22
105,"That you cry, but you don't tell anyone",23
105,That you might not be the golden one,24
105,And you're tied together with a smile,25
105,But you're coming undone,26
105,"Hold on, baby, you're losing it",27
105,"The water's high, you're jumping into it",28
105,And letting go,29
105,And no one knows,30
105,"That you cry, but you don't tell anyone",31
105,That you might not be the golden one,32
105,And you're tied together with a smile,33
105,But you're coming undone,34
105,You're tied together with a smile,35
105,But you're coming undone,36
105,"Goodbye, baby",37
105,"With a smile, baby, baby",38
106,Cory's eyes are like a jungle,1
106,"He smiles, it's like the radio",2
106,He whispers songs into my window,3
106,In words that nobody knows,4
106,There's pretty girls on every corner,5
106,That watch him as he's walking home,6
106,"Saying, ""Does he know?""",7
106,Will you ever know?,8
106,You're beautiful,9
106,Every little piece love,10
106,And don't you know,11
106,You're really gonna be someone,12
106,Ask anyone,13
106,And when you find everything you looked for,14
106,I hope your life leads you back to my door,15
106,"Oh, but if it don't",16
106,Stay beautiful,17
106,Cory finds another way to be,18
106,The highlight of my day,19
106,I'm taking pictures in my mind,20
106,So I can save them for a rainy day,21
106,It's hard to make a conversation,22
106,When he's taking my breath away,23
106,"I should say, hey, by the way",24
106,You're beautiful,25
106,Every little piece love,26
106,And don't you know,27
106,You're really gonna be someone,28
106,Ask anyone,29
106,And when you find everything you looked for,30
106,I hope your life leads you back to my door,31
106,"Oh, but if it don't",32
106,Stay beautiful,33
106,If you and I are a story,34
106,That never gets told,35
106,If what you are is a daydream,36
106,I'll never get to hold,37
106,At least you'll know,38
106,You're beautiful,39
106,Every little piece love,40
106,And don't you know,41
106,You're really gonna be someone,42
106,Ask anyone,43
106,And when you find everything you looked for,44
106,I hope your life leads you back to my front door,45
106,"Oh, but if it don't",46
106,Will you stay,47
106,"Beautiful, beautiful, beautiful",48
106,"Beautiful, beautiful, beautiful?",49
106,La la la,50
106,"Oh, oh, oh, oh",51
106,"Oh, but if it don't",52
106,Stay beautiful,53
106,Stay beautiful,54
106,"Na, na, na, na, na",55
107,It's strange to think the songs we used to sing,1
107,"The smiles, the flowers, everything is gone",2
107,Yesterday I found out about you,3
107,Even now just looking at you feels wrong,4
107,"You say that you'd take it all back, given one chance",5
107,"It was a moment of weakness and you said, ""Yes.""",6
107,"You should've said ""No"", you should've gone home",7
107,You should've thought twice 'fore you let it all go,8
107,You should've known that word,9
107,'Bout what you did with her'd,10
107,Get back to me (get back to me).,11
107,And I should've been there in the back of your mind,12
107,"I shouldn't be asking myself, ""Why?""",13
107,You shouldn't be begging for forgiveness at my feet...,14
107,"You should've said ""No"", baby, and you might still have me",15
107,You can see that I've been crying,16
107,"And baby, you know all the right things to say",17
107,But do you honestly expect me to believe,18
107,We could ever be the same?,19
107,"You say that the past is the past, you need one chance",20
107,"It was a moment of weakness and you said, ""Yes.""",21
107,"You should've said ""No"", you should've gone home",22
107,You should've thought twice 'fore you let it all go,23
107,You should've known that word,24
107,"'Bout what you did with her'd,",25
107,Get back to me (get back to me).,26
107,And I should've been there in the back of your mind,27
107,"I shouldn't be asking myself, ""Why?""",28
107,You shouldn't be begging for forgiveness at my feet...,29
107,"You should've said ""No"", baby, and you might still have me",30
107,I can't resist,31
107,"Before you go, tell me this:",32
107,Was it worth it?,33
107,Was she worth this?,34
107,"No... no, no, no...",35
107,"You should've said ""No"", you should've gone home",36
107,You should've thought twice 'fore you let it all go,37
107,You should've known that word,38
107,"'Bout what you did with her'd,",39
107,Get back to me (get back to me).,40
107,And I should've been there in the back of your mind,41
107,"I shouldn't be asking myself, ""Why?""",42
107,You shouldn't be begging for forgiveness at my feet...,43
107,"You should've said ""No"", baby, and you might still have me",44
108,"She said, I was seven and you were nine",1
108,I looked at you like the stars that shined,2
108,"In the sky, the pretty lights",3
108,And our daddies used to joke about the two of us,4
108,Growing up and falling in love and our mamas smiled,5
108,"And rolled their eyes and said, ""Oh my, my, my""",6
108,Take me back to the house in the backyard tree,7
108,"Said you'd beat me up, you were bigger than me",8
108,"You never did, you never did",9
108,Take me back when our world was one block wide,10
108,I dared you to kiss me and ran when you tried,11
108,"Just two kids, you and I",12
108,"Oh my, my, my, my",13
108,"Well, I was sixteen when suddenly",14
108,I wasn't that little girl you used to see,15
108,But your eyes still shined like pretty lights,16
108,And our daddies used to joke about the two of us,17
108,They never believed we'd really fall in love,18
108,And our mamas smiled and rolled their eyes,19
108,"And said, ""Oh my, my, my""",20
108,Take me back to the creek beds we turned up,21
108,"Two A.M. riding in your truck, and all I need is you next to me",22
108,Take me back to the time we had our very first fight,23
108,The slamming of doors instead of kissing goodnight,24
108,You stayed outside 'til the morning light,25
108,"Oh my, my, my, my",26
108,A few years had gone and come around,27
108,We were sitting at our favorite spot in town,28
108,"And you looked at me, got down on one knee",29
108,Take me back to the time when we walked down the aisle,30
108,Our whole town came and our mamas cried,31
108,"You said ""I do"" and I did too",32
108,Take me home where we met so many years before,33
108,We'll rock our babies on that very front porch,34
108,"After all this time, you and I",35
108,I'll be eighty-seven; you'll be eighty-nine,36
108,I'll still look at you like the stars that shine,37
108,"In the sky, oh my, my, my",38
109,I was ridin' shotgun with my hair undone,1
109,In the front seat of his car,2
109,He's got a one-hand feel on the steering wheel,3
109,The other on my heart,4
109,"I look around, turn the radio down",5
109,"He says, ""Baby, is something wrong?""",6
109,"I say, ""Nothin', I was just thinkin'",7
109,"How we don't have a song""",8
109,And he says,9
109,Our song is the slamming screen door,10
109,"Sneakin' out late, tapping on your window",11
109,When we're on the phone and you talk real slow,12
109,'Cause it's late and your mama don't know,13
109,Our song is the way you laugh,14
109,"The first date: ""Man, I didn't kiss her, and I should have""",15
109,And when I got home 'fore I said amen,16
109,Asking God if he could play it again,17
109,I was walking up the front porch steps,18
109,After everything that day,19
109,Had gone all wrong or been trampled on,20
109,And lost and thrown away,21
109,"Got to the hallway, well on my way",22
109,To my lovin' bed,23
109,I almost didn't notice all the roses,24
109,And the note that said,25
109,Our song is the slamming screen door,26
109,"Sneakin' out late, tapping on your window",27
109,When we're on the phone and you talk real slow,28
109,'Cause it's late and your mama don't know,29
109,Our song is the way you laugh,30
109,"The first date: ""Man, I didn't kiss her, and I should have""",31
109,And when I got home 'fore I said amen,32
109,Asking God if he could play it again,33
109,Da-da-da-da,34
109,"I've heard every album, listened to the radio",35
109,Waited for somethin' to come along,36
109,That was as good as our song,37
109,'Cause our song is the slamming screen door,38
109,"Sneakin' out late, tappin' on his window",39
109,When we're on the phone and he talks real slow,40
109,'Cause it's late and his mama don't know,41
109,Our song is the way he laughs,42
109,"The first date: ""Man, I didn't kiss him, and I should have""",43
109,And when I got home 'fore I said amen,44
109,Asking God if he could play it again,45
109,"Play it again, oh, yeah",46
109,"Oh, oh, yeah",47
109,I was ridin' shotgun with my hair undone,48
109,In the front seat of his car,49
109,I grabbed a pen and an old napkin,50
109,And I wrote down our song,51
110,Friday night beneath the stars,1
110,In a field behind your yard,2
110,You and I are painting pictures in the sky,3
110,And sometimes we don't say a thing,4
110,Just listen to the crickets sing,5
110,Everything I need is right here by my side,6
110,And I know everything about you,7
110,I don't wanna live without you,8
110,I'm only up when you're not down,9
110,Don't wanna fly if you're still on the ground,10
110,It's like no matter what I do,11
110,"Well, you drive me crazy half the time",12
110,"The other half, I'm only tryna",13
110,Let you know that what I feel is true,14
110,And I'm only me when I'm with you,15
110,Just a small-town boy and girl,16
110,Living in a crazy world,17
110,Tryna figure out what is and isn't true,18
110,And I don't try to hide my tears,19
110,My secrets or my deepest fears,20
110,Through it all nobody gets me like you do,21
110,And you know everything about me,22
110,You say that you can't live without me,23
110,I'm only up when you're not down,24
110,Don't wanna fly if you're still on the ground,25
110,It's like no matter what I do,26
110,"Well, you drive me crazy half the time",27
110,"The other half, I'm only tryna",28
110,Let you know that what I feel is true,29
110,And I'm only me when I'm with you,30
110,When I'm with anybody else,31
110,It's so hard to be myself,32
110,And only you can tell,33
110,That I'm only up when you're not down,34
110,Don't wanna fly if you're still on the ground,35
110,It's like no matter what I do,36
110,"Well, you drive me crazy half the time",37
110,"The other half, I'm only tryna",38
110,Let you know that what I feel is true,39
110,"And I'm only me, who I wanna be",40
110,"Well, I'm only me when I'm with you",41
110,With you,42
110,"Uh-huh, yeah",43
111,She can't see the way your eyes,1
111,Light up when you smile,2
111,She'll never notice how you stop and stare,3
111,Whenever she walks by,4
111,And you can't see me wanting you the way you want her,5
111,But you are everything to me,6
111,And I just wanna show you,7
111,She don't even know you,8
111,She's never gonna love you like I want to,9
111,And you just see right through me,10
111,But if you only knew me,11
111,We could be a beautiful,12
111,Miracle,13
111,Unbelievable,14
111,Instead of just invisible,15
111,"Oh, yeah",16
111,There's a fire inside of you,17
111,That can't help but shine through,18
111,She's never gonna see the light,19
111,No matter what you do,20
111,And all I think about is how to make you think of me,21
111,And everything that we could be,22
111,I just wanna show you,23
111,She don't even know you,24
111,She's never gonna love you like I want to,25
111,And you just see right through me,26
111,If you only knew me,27
111,We could be a beautiful,28
111,Miracle,29
111,Unbelievable,30
111,Instead of just invisible,31
111,Like shadows in a faded light,32
111,"Oh, we're invisible",33
111,I just wanna open your eyes,34
111,And make you realize,35
111,I just wanna show you,36
111,She don't even know you,37
111,"Baby, let me love you",38
111,Let me want you,39
111,You just see right through me,40
111,But if you only knew me,41
111,We could be a beautiful,42
111,Miracle,43
111,Unbelievable,44
111,Instead of just invisible,45
111,"Oh, yeah",46
111,She can't see the way your eyes,47
111,Light up when you smile,48
112,Why would you wanna break a perfectly good heart?,1
112,"Why would you wanna take our love and tear it all apart, now?",2
112,Why would you wanna make the very first scar?,3
112,Why would you wanna break a perfectly good heart?,4
112,Maybe I should've seen the signs,5
112,Should've read the writing on the wall,6
112,And realized by the distance in your eyes that I would be the one to fall,7
112,"No matter what you say, I still can't believe",8
112,That you would walk away,9
112,"It don't make sense to me, but",10
112,Why would you wanna break a perfectly good heart?,11
112,"Why would you wanna take our love and tear it all apart, now?",12
112,Why would you wanna make the very first scar?,13
112,Why would you wanna break a perfectly good heart?,14
112,It's not unbroken anymore,15
112,How do I get it back the way it was before?,16
112,Why would you wanna break a perfectly good heart?,17
112,"Why would you wanna take our love and tear it all apart, now?",18
112,Why would you wanna make the very first scar?,19
112,Why would you wanna break? Why would you wanna break it?,20
112,Why would you wanna break a perfectly good heart?,21
112,"Why would you wanna take our love and tear it all apart, now?",22
112,Why would you wanna make the very first scar?,23
112,Why would you wanna break a perfectly good heart?,24
113,Drew looks at me,1
113,I fake a smile so he won't see,2
113,What I want and I need,3
113,And everything that we should be,4
113,I'll bet she's beautiful,5
113,That girl he talks about,6
113,And she's got everything,7
113,That I have to live without,8
113,Drew talks to me,9
113,I laugh 'cause it's just so funny,10
113,But I can't even see,11
113,Anyone when he's with me,12
113,He says he's so in love,13
113,He's finally got it right,14
113,I wonder if he knows,15
113,He's all I think about at night,16
113,He's the reason for the teardrops on my guitar,17
113,The only thing that keeps me wishing on a wishing star,18
113,He's the song in the car I keep singing,19
113,Don't know why I do,20
113,Drew walks by me,21
113,Can he tell that I can't breathe?,22
113,"And there he goes, so perfectly",23
113,The kind of flawless I wish I could be,24
113,She better hold him tight,25
113,Give him all her love,26
113,Look in those beautiful eyes,27
113,And know she's lucky 'cause,28
113,He's the reason for the teardrops on my guitar,29
113,The only thing that keeps me wishing on a wishing star,30
113,He's the song in the car I keep singing,31
113,Don't know why I do,32
113,So I drive home alone,33
113,As I turn out the light,34
113,I'll put his picture down,35
113,And maybe get some sleep tonight,36
113,'Cause he's the reason for the teardrops on my guitar,37
113,The only one who's got enough of me to break my heart,38
