id,lyric,line
50,"Know exactly where it leads, but I",9
50,Watch us go 'round and 'round each time,10
50,You got that James Dean daydream look in your eye,11
50,And I got that red lip classic thing that you like,12
50,"And when we go crashing down, we come back every time",13
50,"'Cause we never go out of style, we never go out of style",14
50,"You got that long hair, slicked back, white t-shirt",15
50,And I got that good girl faith and a tight little skirt,16
50,"And when we go crashing down, we come back every time",17
50,"'Cause we never go out of style, we never go out of style",18
50,So it goes,19
50,He can't keep his wild eyes on the road (Mmm),20
50,Takes me home,21
50,"The lights are off, he's taking off his coat (Mmm, yeah)",22
50,"I say, ""I heard, oh",23
50,"That you've been out and about with some other girl""",24
50,Some other girl,25
50,"He says, ""What you heard is true, but I",26
50,"Can't stop thinking 'bout you and I""",27
50,"I said, ""I've been there too a few times""",28
50,'Cause you got that James Dean daydream look in your eye,29
50,And I got that red lip classic thing that you like,30
50,"And when we go crashing down, we come back every time",31
50,"'Cause we never go out of style, we never go out of style",32
50,"You got that long hair, slicked back, white t-shirt",33
50,And I got that good girl faith and a tight little skirt,34
50,(A tight little skirt),35
50,"And when we go crashing down, we come back every time",36
50,"'Cause we never go out of style (We never go, we never go)",37
50,We never go out of style,38
50,Take me home,39
50,Just take me home,40
50,"Yeah, just take me home",41
50,"Oh-oh, whoa-oh, oh",42
50,(Out of style),43
50,"Oh, you got that James Dean daydream look in your eye",44
50,And I got that red lip classic thing that you like,45
50,And when we go crashing down (And when we go),46
50,We come back every time,47
50,"'Cause we never go out of style, we never go out of style",48
51,Looking at it now,1
51,It all seems so simple,2
51,We were lying on your couch,3
51,I remember,4
51,You took a Polaroid of us,5
51,Then discovered (Then discovered),6
51,The rest of the world was black and white,7
51,But we were in screaming color,8
51,And I remember thinking,9
51,Are we out of the woods yet? Are we out of the woods yet?,10
51,Are we out of the woods yet? Are we out of the woods?,11
51,Are we in the clear yet? Are we in the clear yet?,12
51,"Are we in the clear yet, in the clear yet? Good",13
51,Are we out of the woods yet? Are we out of the woods yet?,14
51,Are we out of the woods yet? Are we out of the woods?,15
51,Are we in the clear yet? Are we in the clear yet?,16
51,"Are we in the clear yet, in the clear yet? Good",17
51,(Are we out of the woods?),18
51,Looking at it now,19
51,Last December (Last December),20
51,We were built to fall apart,21
51,Then fall back together (Back together),22
51,"Ooh, your necklace hanging from my neck",23
51,The night we couldn't quite forget,24
51,"When we decided, we decided",25
51,To move the furniture so we could dance,26
51,"Baby, like we stood a chance",27
51,"Two paper airplanes flying, flying, flying",28
51,And I remember thinking,29
51,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,30
51,Are we out of the woods yet? Are we out of the woods yet?,31
51,Are we out of the woods yet? Are we out of the woods?,32
51,Are we in the clear yet? Are we in the clear yet?,33
51,"Are we in the clear yet, in the clear yet? Good",34
51,Are we out of the woods yet? Are we out of the woods yet?,35
51,Are we out of the woods yet? (Oh) Are we out of the woods?,36
51,Are we in the clear yet? Are we in the clear yet?,37
51,"Are we in the clear yet, in the clear yet? Good",38
51,(Are we out of the woods?),39
51,Remember when you hit the brakes too soon?,40
51,Twenty stitches in a hospital room,41
51,"When you started crying, baby, I did too",42
51,"But when the sun came up, I was looking at you",43
51,Remember when we couldn't take the heat?,44
51,"I walked out, I said, ""I'm setting you free""",45
51,But the monsters turned out to be just trees,46
51,"When the sun came up, you were looking at me",47
51,"You were looking at me, ooh",48
51,You were looking at me,49
51,(Are we out of the woods yet? Are we out of the woods yet?),50
51,(Are we out of the woods yet? Are we out of the woods?),51
51,I remember,52
51,(Are we in the clear yet? Are we in the clear yet?),53
51,"(Are we in the clear yet, in the clear yet? Good)",54
51,"Oh, I remember",55
51,Are we out of the woods yet? Are we out of the woods yet? (Yeah),56
51,Are we out of the woods yet? Are we out of the woods?,57
51,Are we in the clear yet? Are we in the clear yet? (Are we?),58
51,"Are we in the clear yet, in the clear yet? Good",59
51,Are we out of the woods yet? Are we out of the woods yet?,60
51,Are we out of the woods yet? Are we out of the woods?,61
51,Are we in the clear yet? (Yeah) Are we in the clear yet? (Yeah),62
51,"Are we in the clear yet, in the clear yet? Good",63
51,Are we out of the woods yet? Are we out of the woods yet?,64
51,Are we out of the woods yet? Are we out of the woods?,65
51,Are we in the clear yet? Are we in the clear yet?,66
51,"Are we in the clear yet, in the clear yet? Good",67
51,Are we out of the woods yet? Are we out of the woods yet?,68
51,Are we out of the woods yet? Are we out of the woods?,69
51,Are we in the clear yet? Are we in the clear yet?,70
51,"Are we in the clear yet, in the clear yet? Good",71
52,"(Hey, hey, hey)",1
52,"(Hey, hey, hey)",2
52,"(Hey, hey, hey)",3
52,"(Hey, hey, hey)",4
52,People like you always want back,5
52,The love they gave away,6
52,And people like me wanna believe you,7
52,When you say you've changed,8
52,The more I think about it now,9
52,The less I know,10
52,All I know is that you drove us,11
52,Off the road,12
52,"(Stay) Hey, all you had to do was stay",13
52,"Had me in the palm of your hand, then",14
52,Why'd you have to go and lock me out when I let you in?,15
52,"(Stay) Hey, now you say you want it back",16
52,Now that it's just too late,17
52,"Well, could've been easy",18
52,All you had to do was (Stay),19
52,All you had to do was (Stay),20
52,All you had to do was (Stay),21
52,All you had to do was (Stay),22
52,All you had to do was stay,23
52,"Here you are now, calling me up",24
52,But I don't know what to say,25
52,I've been picking up the pieces,26
52,Of the mess you made,27
52,People like you always want back,28
52,The love they pushed aside,29
52,But people like me are gone forever,30
52,When you say goodbye,31
52,"(Stay) Hey, all you had to do was stay",32
52,"Had me in the palm of your hand, then",33
52,Why'd you have to go and lock me out when I let you in?,34
52,"(Stay) Hey, now you say you want it back",35
52,Now that it's just too late,36
52,"Well, could've been easy",37
52,All you had to do was (Stay),38
52,All you had to do was (Stay),39
52,All you had to do was (Stay),40
52,"All you had to do was (Stay, stay, stay, stay, stay)",41
52,Let me remind you,42
52,"This was what you wanted (Oh, oh, oh-oh-oh)",43
52,You ended it,44
52,"You were all I wanted (Oh, oh, oh-oh-oh)",45
52,But not like this,46
52,Not like this,47
52,Not like this,48
52,"Oh, all you had to do was...",49
52,"(Stay) Hey, all you had to do was stay",50
52,"Had me in the palm of your hand, then",51
52,Why'd you want to go and lock me out when I let you in?,52
52,"(Stay) Hey, now you say you want it back",53
52,Now that it's just too late,54
52,"Well, could've been easy",55
52,All you had to do was...,56
52,"(Stay) Hey, all you had to do was stay",57
52,"Had me in the palm of your hand, then",58
52,Why'd you have to go and lock me out when I let you in?,59
52,"(Stay) Hey, now you say you want it back",60
52,Now that it's just too late,61
52,"Well, could've been easy (All you had to do was stay)",62
52,All you had to do was (Stay),63
52,All you had to do was (Stay) (Oh),64
52,All you had to do was (Stay),65
52,All you had to do was (Stay) (Ooh),66
52,All you had to do was (Stay),67
53,I stay out too late,1
53,Got nothing in my brain,2
53,"That's what people say, mmm-mmm",3
53,"That's what people say, mmm-mmm",4
53,I go on too many dates,5
53,But I can't make them stay,6
53,"At least that's what people say, mmm-mmm",7
53,"That's what people say, mmm-mmm",8
53,But I keep cruisin',9
53,"Can't stop, won't stop movin'",10
53,It's like I got this music in my mind,11
53,Sayin' it's gonna be alright,12
53,"'Cause the players gonna play, play, play, play, play",13
53,"And the haters gonna hate, hate, hate, hate, hate",14
53,"Baby, I'm just gonna shake, shake, shake, shake, shake",15
53,"I shake it off, I shake it off",16
53,"Heartbreakers gonna break, break, break, break, break",17
53,"And the fakers gonna fake, fake, fake, fake, fake",18
53,"Baby, I'm just gonna shake, shake, shake, shake, shake",19
53,"I shake it off, I shake it off",20
53,I never miss a beat,21
53,I'm lightnin' on my feet,22
53,"And that's what they don't see, mmm-mmm",23
53,"That's what they don't see, mmm-mmm",24
53,I'm dancin' on my own (Dancin' on my own),25
53,I make the moves up as I go (Moves up as I go),26
53,"And that's what they don't know, mmm-mmm",27
53,"That's what they don't know, mmm-mmm",28
53,But I keep cruisin',29
53,"Can't stop, won't stop groovin'",30
53,It's like I got this music in my mind,31
53,Sayin' it's gonna be alright,32
53,"'Cause the players gonna play, play, play, play, play",33
53,"And the haters gonna hate, hate, hate, hate, hate",34
53,"Baby, I'm just gonna shake, shake, shake, shake, shake",35
53,"I shake it off, I shake it off",36
53,"Heartbreakers gonna break, break, break, break, break",37
53,"And the fakers gonna fake, fake, fake, fake, fake",38
53,"Baby, I'm just gonna shake, shake, shake, shake, shake",39
53,"I shake it off, I shake it off",40
53,"Shake it off, I shake it off",41
53,"I, I, I shake it off, I shake it off",42
53,"I, I, I shake it off, I shake it off",43
53,"I, I, I shake it off, I shake it off",44
53,"Hey, hey, hey",45
53,"Just think, while you've been gettin' down and out about the liars",46
53,"And the dirty, dirty cheats of the world",47
53,You could've been gettin' down,48
53,To this sick beat,49
53,My ex-man brought his new girlfriend,50
53,"She's like, ""Oh my God!"" But I'm just gonna shake",51
53,And to the fella over there with the hella good hair,52
53,"Won't you come on over, baby?",53
53,"We can shake, shake, shake",54
53,"Yeah, oh, oh, oh",55
53,"'Cause the players gonna play, play, play, play, play",56
53,"And the haters gonna hate, hate, hate, hate, hate",57
53,(Haters gonna hate),58
53,"Baby, I'm just gonna shake, shake, shake, shake, shake",59
53,"I shake it off, I shake it off",60
53,"Heartbreakers gonna break, break, break, break, break (Mmm)",61
53,"And the fakers gonna fake, fake, fake, fake, fake",62
53,"(And fake, and fake, and fake)",63
53,"Baby, I'm just gonna shake, shake, shake, shake, shake",64
53,"I shake it off, I shake it off",65
53,"Shake it off, I shake it off",66
53,"I, I, I shake it off, I shake it off",67
53,"I, I, I shake it off, I shake it off",68
53,"I, I, I shake it off, I shake it off",69
53,"Shake it off, I shake it off",70
53,"I, I, I shake it off, I shake it off",71
53,"I, I, I shake it off, I shake it off",72
53,"I, I, I shake it off, I shake it off (Yeah)",73
53,"Shake it off, I shake it off",74
53,"I, I, I shake it off, I shake it off (You got to)",75
53,"I, I, I shake it off, I shake it off",76
53,"I, I, I shake it off, I shake it off",77
54,It's 2AM in your car,1
54,"Windows down, you pass my street, the memories start",2
54,"You say it's in the past, you drive straight ahead",3
54,You're thinking that I hate you now,4
54,'Cause you still don't know what I never said,5
54,I wish you would come back,6
54,"Wish I never hung up the phone like I did, I",7
54,Wish you knew that,8
54,"I'd never forget you as long as I live, and I",9
54,"Wish you were right here, right now, it's all good",10
54,I wish you would,11
54,It's 2 AM in my room,12
54,Headlights pass the window pane,13
54,I think of you,14
54,We're a crooked love in a straight line down,15
54,Makes you want to run and hide,16
54,But it makes you turn right back around,17
54,I wish you would come back,18
54,"Wish I never hung up the phone like I did, I",19
54,Wish you knew that,20
54,"I'd never forget you as long as I live, and I",21
54,"Wish you were right here, right now, it's all good",22
54,I wish you would,23
54,I wish we could go back,24
54,"And remember what we were fighting for, and I",25
54,Wish you knew that,26
54,"I miss you too much to be mad anymore, and I",27
54,"Wish you were right here, right now, it's all good",28
54,I wish you would,29
54,"I, I, I, I, I, I wish I, wish I",30
54,"I, I, I, I, I, I wish I, wish I",31
54,"I, I, I, I, I, I wish I, wish I",32
54,You always knew how to push my buttons,33
54,You give me everything and nothing,34
54,"This mad, mad love makes you come running",35
54,To stand back where you stood,36
54,"I wish you would, I wish you would",37
54,"(I wish you would, I wish you would)",38
54,"I wish you would, I wish you would",39
54,"(I wish you would, I wish you would)",40
54,"(I wish I, wish I)",41
54,"2AM, here we are",42
54,"See your face, hear my voice in the dark",43
54,We're a crooked love in a straight line down,44
54,Makes you wanna run and hide,45
54,But it made us turn right back around,46
54,I wish you would come back,47
54,"Wish I never hung up the phone like I did, I",48
54,Wish you knew that,49
54,"I'd never forget you as long as I live, and I",50
54,"Wish you were right here, right now, it's all good",51
54,I wish you would,52
54,I wish you would come back,53
54,"Wish I never hung up the phone like I did, I",54
54,Wish you knew that,55
54,"I'd never forget you as long as I live, and I",56
54,"Wish you were right here, right now, it's all good",57
54,I wish you would,58
54,I wish we could go back,59
54,"And remember what we were fighting for, and I",60
54,Wish you knew that,61
54,"I miss you too much to be mad anymore, and I",62
54,"Wish you were right here, right now, it's all good",63
54,I wish you would,64
54,"(I, I, I, I, I, I wish I, wish I)",65
54,You always knew how to push my buttons,66
54,You give me everything and nothing,67
54,"This mad, mad love makes you come running",68
54,To stand back where you stood,69
54,"I wish you would, I wish you would",70
54,"(I wish you would, I wish you would)",71
54,"I wish you would, I wish you would",72
54,"(I wish you would, I wish you would, I wish you would)",73
54,"(I, I, I, I, I, I wish I, wish I)",74
54,"I, I, I, I, I, I wish I, wish I",75
54,"I, I, I, I, I, I wish I, wish I",76
54,I wish you would,77
55,"'Cause baby, now we've got bad blood",1
55,You know it used to be mad love,2
55,So take a look what you've done,3
55,"'Cause baby, now we've got bad blood, hey!",4
55,Now we've got problems,5
55,And I don't think we can solve 'em,6
55,You made a really deep cut,7
55,"And baby, now we've got bad blood, hey!",8
55,Did you have to do this?,9
55,I was thinking that you could be trusted,10
55,Did you have to ruin what was shiny?,11
55,Now it's all rusted,12
55,Did you have to hit me where I'm weak?,13
55,"Baby, I couldn't breathe",14
55,And rub it in so deep,15
55,Salt in the wound like you're laughing right at me,16
55,"Oh, it's so sad to",17
55,Think about the good times,18
55,You and I,19
55,"'Cause baby, now we've got bad blood",20
55,You know it used to be mad love,21
55,So take a look what you've done,22
55,"'Cause baby, now we've got bad blood, hey!",23
55,Now we've got problems,24
55,And I don't think we can solve 'em,25
55,You made a really deep cut,26
55,"And baby, now we've got bad blood, hey!",27
55,Did you think we'd be fine?,28
55,Still got scars in my back from your knives,29
55,So don't think it's in the past,30
55,These kinds of wounds they last and they last,31
55,"Now, did you think it all through?",32
55,All these things will catch up to you,33
55,"And time can heal, but this won't",34
55,So if you're coming my way,35
55,Just don't,36
55,"Oh, it's so sad to",37
55,Think about the good times,38
55,You and I,39
55,"'Cause baby, now we've got bad blood",40
55,You know it used to be mad love,41
55,So take a look what you've done,42
55,"'Cause baby, now we've got bad blood, hey!",43
55,Now we've got problems,44
55,And I don't think we can solve 'em,45
55,You made a really deep cut,46
55,"And baby, now we've got bad blood, hey!",47
55,Band-aids don't fix bullet holes,48
55,You say sorry just for show,49
55,"If you live like that, you live with ghosts",50
55,Band-aids don't fix bullet holes,51
55,You say sorry just for show,52
55,"If you live like that, you live with ghosts",53
55,"If you love like that, blood runs cold!",54
55,"'Cause baby, now we've got bad blood",55
55,You know it used to be mad love,56
55,So take a look what you've done,57
55,"'Cause baby, now we've got bad blood, hey!",58
55,Now we've got problems,59
55,And I don't think we can solve 'em (Think we can solve 'em),60
55,You made a really deep cut,61
55,"And baby, now we've got bad blood, hey!",62
55,"'Cause baby, now we've got bad blood",63
55,You know it used to be mad love,64
55,So take a look what you've done (Look what you've done),65
55,"'Cause baby, now we've got bad blood, hey!",66
55,Now we've got problems,67
55,And I don't think we can solve 'em,68
55,You made a really deep cut,69
55,"And baby, now we've got bad blood, hey!",70
56,"He said, ""Let's get out of this town",1
56,"Drive out of the city, away from the crowds""",2
56,"I thought, ""Heaven can't help me now""",3
56,Nothing lasts forever,4
56,But this is gonna take me down,5
56,He's so tall and handsome as hell,6
56,"He's so bad, but he does it so well",7
56,I can see the end as it begins,8
56,My one condition is,9
56,Say you'll remember me,10
56,Standin' in a nice dress,11
56,"Starin' at the sunset, babe",12
56,Red lips and rosy cheeks,13
56,Say you'll see me again,14
56,Even if it's just in your,15
56,"Wildest dreams, ah, ha",16
56,"Wildest dreams, ah, ha",17
56,"I said, ""No one has to know what we do""",18
56,"His hands are in my hair, his clothes are in my room",19
56,And his voice is a familiar sound,20
56,Nothin' lasts forever,21
56,But this is gettin' good now,22
56,He's so tall and handsome as hell,23
56,"He's so bad, but he does it so well",24
56,And when we've had our very last kiss,25
56,My last request is,26
56,Say you'll remember me,27
56,Standin' in a nice dress,28
56,"Starin' at the sunset, babe",29
56,Red lips and rosy cheeks,30
56,Say you'll see me again,31
56,Even if it's just in your,32
56,"Wildest dreams, ah, ha (Ha, ha)",33
56,"Wildest dreams, ah, ha",34
56,You'll see me in hindsight,35
56,Tangled up with you all night,36
56,Burnin' it down,37
56,"Someday, when you leave me",38
56,I bet these memories,39
56,Follow you around,40
56,You'll see me in hindsight,41
56,Tangled up with you all night,42
56,Burnin' (Burnin') it (It) down (Down),43
56,"Someday, when you leave me",44
56,I bet these memories,45
56,Follow (Follow) you (You) around,46
56,(Follow you around),47
56,Say you'll remember me,48
56,Standing in a nice dress,49
56,"Starin' at the sunset, babe",50
56,Red lips and rosy cheeks,51
56,Say you'll see me again,52
56,Even if it's just pretend,53
56,Say you'll remember me,54
56,Standin' in a nice dress,55
56,"Starin' at the sunset, babe",56
56,Red lips and rosy cheeks,57
56,Say you'll see me again,58
56,"Even if it's just in your (Just pretend, just pretend)",59
56,"Wildest dreams, ah, ha (Ah)",60
56,"In your wildest dreams, ah, ha",61
56,Even if it's just in your,62
56,"In your wildest dreams, ah, ha",63
56,"In your wildest dreams, ah, ha",64
57,"Oh, oh, oh",1
57,"Oh, oh, oh",2
57,"Oh-oh, oh-oh",3
57,Stand there like a ghost,4
57,"Shaking from the rain, rain",5
57,"She'll open up the door and say, ""Are you insane?""",6
57,Say it's been a long six months,7
57,"And you were too afraid to tell her what you want, want",8
57,And that's how it works,9
57,That's how you get the girl,10
57,"And then, you say",11
57,I want you for worse or for better,12
57,I would wait forever and ever,13
57,"Broke your heart, I'll put it back together",14
57,I would wait forever and ever,15
57,And that's how it works,16
57,"That's how you get the girl, girl (Oh-oh, oh)",17
57,And that's how it works,18
57,"That's how you get the girl, girl",19
57,"Remind her how it used to be, be, yeah-yeah",20
57,"With pictures in frames of kisses on cheeks, cheeks",21
57,"Tell her how you must have lost your mind, ooh-ooh",22
57,When you left her all alone,23
57,"And never told her why, why",24
57,And that's how it works,25
57,That's how you lost the girl,26
57,"And now, you say",27
57,I want you for worse or for better,28
57,I would wait forever and ever (Ever and ever),29
57,"Broke your heart, I'll put it back together",30
57,I would wait forever and ever,31
57,And that's how it works,32
57,"That's how you get the girl, girl (Oh-oh, oh-oh)",33
57,And that's how it works,34
57,"That's how you get the girl, girl",35
57,"Yeah, yeah",36
57,And you know,37
57,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh",38
57,"That I don't want you to go, oh, oh",39
57,Remind me how it used to be,40
57,Pictures in frames of kisses on cheeks,41
57,"And say you want me, yeah-yeah",42
57,And then you say,43
57,I want you for worse or for better (Worse or for better),44
57,I would wait forever and ever (Ever and ever),45
57,"Broke your heart, I'll put it back together",46
57,I want you forever and ever (I would wait forever and ever),47
57,And that's how it works,48
57,"That's how you get the girl, girl (This is how it works)",49
57,And that's how it works,50
57,"That's how you get the girl, girl (Get the girl)",51
57,(That's how it works),52
57,And that's how it works,53
57,"That's how you get the girl, girl",54
57,"(Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh)",55
57,And that's how it works,56
57,"That's how you get the girl, girl",57
57,"(Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh)",58
57,And that's how it works,59
57,That's how you got the girl,60
58,Clear blue water,1
58,High tide came and brought you in,2
58,"And I could go on and on, on and on and I will",3
58,Skies grew darker,4
58,Currents swept you out again,5
58,"And you were just gone and gone, gone and gone",6
58,In silent screams and wildest dreams,7
58,I never dreamed of this,8
58,"This love is good, this love is bad",9
58,"This love is alive back from the dead, oh-oh, oh",10
58,"These hands had to let it go free, and",11
58,"This love came back to me, oh-oh, oh",12
58,"Oh-oh, oh, oh-oh, oh",13
58,"Tossing, turning",14
58,Struggled through the night with someone new,15
58,"And I could go on and on, on and on",16
58,"Lantern, burning",17
58,"Flickered in my mind, only you",18
58,"But you were still gone, gone, gone",19
58,"Been losing grip, on sinking ships",20
58,You showed up just in time,21
58,"This love is good, this love is bad",22
58,"This love is alive back from the dead, oh-oh, oh",23
58,"These hands had to let it go free, and",24
58,"This love came back to me, oh-oh, oh",25
58,This love left a permanent mark,26
58,"This love is glowing in the dark, oh-oh, oh",27
58,"These hands had to let it go free, and",28
58,"This love came back to me, oh-oh, oh",29
58,"(This love, this love, this love, this love, oh)",30
58,"(This love, this love, this love, this love, oh)",31
58,"(This love, this love, this love, this love, oh)",32
58,"(This love, this love, this love, this love, oh)",33
58,"Your kiss, my cheek",34
58,I watched you leave,35
58,"Your smile, my ghost",36
58,I fell to my knees,37
58,"When you're young, you just run",38
58,But you come back to what you need,39
58,"This love is good, this love is bad",40
58,"This love is alive back from the dead, oh-oh, oh",41
58,"These hands had to let it go free, and",42
58,"This love came back to me, oh-oh, oh",43
58,(This love) This love left a permanent mark,44
58,"(This love) This love is glowing in the dark, oh-oh, oh",45
58,"(This love) These hands had to let it go free, and",46
58,"(This love) This love came back to me, oh-oh, oh",47
58,"(This love, this love, this love, this love, oh)",48
58,"(This love, this love, this love, this love, oh)",49
58,"(This love, this love, this love, this love)",50
58,"This love, this love came back to me, oh-oh, oh",51
59,"I, I, I, I, I, I, I, I-I",1
59,"I, I, I, I, I, I, I, I-I",2
59,"I, I, I, I, I, I, I, I-I (I, I, I, I)",3
59,You stand with your hand on my waistline,4
59,It's a scene and we're out here in plain sight,5
59,I can hear them whisper as we pass by,6
59,"It's a bad sign, bad sign",7
59,Something happens when everybody finds out,8
59,"See the vultures circling, dark clouds",9
59,"Love's a fragile little flame, it could burn out",10
59,It could burn out,11
59,"'Cause they got the cages, they got the boxes and guns",12
59,"They are the hunters, we are the foxes and we run",13
59,"Baby, I know places we won't be found",14
59,And they'll be chasing their tails trying to track us down,15
59,"'Cause I, I know places we can hide",16
59,"I know places, I know places",17
59,Lights flash and we'll run for the fences,18
59,"Let them say what they want, we won't hear it",19
59,Loose lips sink ships all the damn time,20
59,Not this time,21
59,"Just grab my hand and don't ever drop it, my love",22
59,"They are the hunters, we are the foxes, and we run",23
59,"Baby, I know places we won't be found",24
59,And they'll be chasing their tails trying to track us down,25
59,"'Cause I, I know places we can hide",26
59,I know places,27
59,"They are the hunters, we are the foxes, and we run",28
59,"Just grab my hand and don't ever drop it, my love",29
59,"Baby, I know places we won't be found",30
59,And they'll be chasing their tails trying to track us down,31
59,"'Cause I, I know places we can hide",32
59,I know places,33
59,"They take their shots, but we're bulletproof (I know places)",34
59,"And you know for me, it's always you (I know places)",35
59,"In the dead of night, your eyes so green (I know places)",36
59,"And I know for you, it's always me (I know places)",37
59,"I, I, I, I, I, I, I, I-I",38
59,"I, I, I, I, I, I, I, I-I",39
60,"The drought was the very worst (Oh-oh, oh-oh)",1
60,When the flowers that we'd grown together died of thirst,2
60,"It was months and months of back and forth (Oh-oh, oh-oh)",3
60,You're still all over me,4
60,Like a wine-stained dress I can't wear anymore,5
60,Hung my head as I lost the war,6
60,And the sky turned black like a perfect storm,7
60,Rain came pouring down,8
60,"When I was drowning, that's when I could finally breathe",9
60,And by morning,10
60,"Gone was any trace of you, I think I am finally clean",11
60,"(Oh, oh, oh, oh)",12
60,"There was nothing left to do (Oh-oh, oh-oh)",13
60,When the butterflies turned to,14
60,Dust that covered my whole room,15
60,"So I punched a hole in the roof (Oh-oh, oh-oh)",16
60,Let the flood carry away all my pictures of you,17
60,"The water filled my lungs, I screamed so loud",18
60,But no one heard a thing,19
60,Rain came pouring down,20
60,"When I was drowning, that's when I could finally breathe",21
60,And by morning,22
60,"Gone was any trace of you, I think I am finally clean",23
60,"(Oh, oh, oh, oh)",24
60,I think I am finally clean,25
60,"(Oh, oh)",26
60,"Oh, oh, oh, oh, oh-oh",27
60,"Said, I think I am finally clean",28
60,"(Oh, oh)",29
60,"Oh, oh, oh, oh, oh-oh",30
60,"Ten months sober, I must admit",31
60,"Just because you're clean, don't mean you don't miss it",32
60,"Ten months older, I won't give in",33
60,"Now that I'm clean, I'm never gonna risk it",34
60,"The drought was the very worst (Oh-oh, oh-oh)",35
60,When the flowers that we'd grown together died of thirst,36
60,(Oh),37
60,The rain came pouring down,38
60,"When I was drowning, that's when I could finally breathe",39
60,And by morning,40
60,"Gone was any trace of you, I think I am finally clean",41
60,Rain came pouring down,42
60,"When I was drowning, that's when I could finally breathe",43
60,And by morning,44
60,"Gone was any trace of you, I think I am finally clean",45
60,"(Oh, oh)",46
60,Finally clean,47
60,Think I'm finally clean,48
60,"(Oh, oh)",49
60,"Oh-oh, oh-oh",50
60,"(Oh, oh, oh)",51
60,Think I'm finally clean,52
61,Flashing lights and we,1
61,Took a wrong turn and we,2
61,Fell down a rabbit hole,3
61,You held on tight to me,4
61,'Cause nothing's as it seems,5
61,And spinning out of control,6
61,Didn't they tell us don't rush into things?,7
61,Didn't you flash your green eyes at me?,8
61,Haven't you heard what becomes of curious minds?,9
61,"Ooh, didn't it all seem new and exciting?",10
61,I felt your arms twistin' around me,11
61,I should have slept with one eye open at night,12
61,We found Wonderland,13
61,You and I got lost in it,14
61,"And we pretended it could last forever (Eh, eh)",15
61,We found Wonderland,16
61,You and I got lost in it,17
61,"And life was never worse but never better (Eh, eh)",18
61,"(Eh, eh, eh, eh, eh)",19
61,In Wonderland,20
61,"(Eh, eh, eh, eh, eh)",21
61,In Wonderland,22
61,"(Eh, eh, eh, eh, eh)",23
61,In Wonderland,24
61,"(Eh, eh, eh, eh, eh)",25
61,In Wonderland,26
61,So we went on our way,27
61,Too in love to think straight,28
61,"All alone, or so it seemed",29
61,But there were strangers watching,30
61,And whispers turned to talking,31
61,"And talking turned to screams, oh",32
61,Didn't they tell us don't rush into things?,33
61,Didn't you flash your green eyes at me?,34
61,Didn't you calm my fears with a Cheshire cat smile?,35
61,"Ooh, didn't it all seem new and exciting?",36
61,I felt your arms twistin' around me,37
61,It's all fun and games 'til somebody loses their mind,38
61,But darlin',39
61,We found Wonderland,40
61,You and I got lost in it,41
61,"And we pretended it could last forever (Eh, eh)",42
61,We found Wonderland,43
61,You and I got lost in it,44
61,"And life was never worse but never better (Eh, eh)",45
61,"(Eh, eh, eh, eh, eh)",46
61,In Wonderland,47
61,"(Eh, eh, eh, eh, eh)",48
61,In Wonderland,49
61,"(Eh, eh, eh, eh, eh)",50
61,In Wonderland,51
61,"(Eh, eh, eh, eh, eh)",52
61,"Whoa, in Wonderland",53
61,"I reached for you, but you were gone",54
61,I knew I had to go back home,55
61,You searched the world for something else,56
61,To make you feel like what we had,57
61,"And in the end, in Wonderland",58
61,We both went mad,59
61,Oh,60
61,We found Wonderland,61
61,You and I got lost in it,62
61,And we pretended it could last forever,63
61,"Last forever (Eh, eh)",64
61,We found Wonderland,65
61,You and I got lost in it (Got lost in it),66
61,And life was never worse but never better,67
61,"Never better (Eh, eh)",68
61,"(Eh, eh, eh, eh, eh)",69
61,We found Wonderland,70
61,You and I got lost in it,71
61,"(Eh, eh, eh, eh, eh)",72
61,And we pretended it could last forever (In Wonderland),73
61,"(Eh, eh, eh, eh, eh)",74
61,We found Wonderland,75
61,You and I got lost in it,76
61,"(Eh, eh, eh, eh, eh)",77
61,And life was never worse but never better,78
61,In Wonderland,79
62,"One look, dark room",1
62,Meant just for you,2
62,"Time moved too fast, you play it back",3
62,"Buttons on a coat, lighthearted joke",4
62,"No proof, not much, but you saw enough",5
62,"Small talk, he drives",6
62,Coffee at midnight,7
62,The light reflects the chain on your neck,8
62,"He says, ""Look up""",9
62,And your shoulders brush,10
62,"No proof, one touch, but you felt enough",11
62,"You can hear it in the silence (Silence), silence (Silence), you",12
62,"You can feel it on the way home (Way home), way home (Way home), you",13
62,"You can see it with the lights out (Lights out), lights out (Lights out)",14
62,"You are in love, true love",15
62,You are in love,16
62,"Morning, his place",17
62,"Burnt toast, Sunday",18
62,"You keep his shirt, he keeps his word",19
62,"And for once, you let go",20
62,Of your fears and your ghosts,21
62,"One step, not much, but it said enough",22
62,You kiss on sidewalks,23
62,You fight and you talk,24
62,"One night, he wakes",25
62,Strange look on his face,26
62,"Pauses, then says ""You're my best friend""",27
62,"And you knew what it was, he is in love",28
62,"You can hear it in the silence (Silence), silence (Silence), you",29
